"","root","type","domain","rank_I","rank_II","rank_III","rank_IV","rank_V","rank_VI","rank_VII","rank_VIII","rank_IX","rank_X","rank_XI"
"ASV6206","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Folliculinidae","Folliculinidae X","Folliculinidae X_unclassified","Folliculinidae X_unclassified","Folliculinidae X_unclassified","Folliculinidae X_unclassified","Folliculinidae X_unclassified"
"ASV6212","root","Main genome","Eukaryota","SAR","Stramenopiles","Pseudofungi","Oomycota","Haliphthorales","Haliphthorales X","Haliphthorales X sp.","Haliphthorales X sp._unclassified","Haliphthorales X sp._unclassified","Haliphthorales X sp._unclassified","Haliphthorales X sp._unclassified"
"ASV6213","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales order incertae sedis","Thraustochytriales order incertae sedis_unclassified","Thraustochytriales order incertae sedis_unclassified","Thraustochytriales order incertae sedis_unclassified","Thraustochytriales order incertae sedis_unclassified","Thraustochytriales order incertae sedis_unclassified","Thraustochytriales order incertae sedis_unclassified"
"ASV6215","root","Main genome","Eukaryota","SAR","Stramenopiles","Pseudofungi","Oomycota","Olpidophydiales","Olpidiopsis family incertae sedis","Olpidiopsis family incertae sedis_unclassified","Olpidiopsis family incertae sedis_unclassified","Olpidiopsis family incertae sedis_unclassified","Olpidiopsis family incertae sedis_unclassified","Olpidiopsis family incertae sedis_unclassified"
"ASV6222","root","Main genome","Eukaryota","Amorphea","Fungi","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified"
"ASV6223","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae X","Phaeophyceae XX","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified"
"ASV6228","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV6234","root","Main genome","Eukaryota","Excavata","Discoba","Kinetoplastida phylum incertae sedis","Kinetoplastida class incertae sedis","Kinetoplastida","Kinetoplastida_unclassified","Kinetoplastida_unclassified","Kinetoplastida_unclassified","Kinetoplastida_unclassified","Kinetoplastida_unclassified","Kinetoplastida_unclassified"
"ASV6240","root","Main genome","Eukaryota","Amorphea","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified"
"ASV6252","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Linhomoeidae","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified"
"ASV6255","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa X","Cercozoa XX","Cercozoa XXX","Cercozoa XXXX","Cercozoa XXXX sp.","Cercozoa XXXX sp._unclassified","Cercozoa XXXX sp._unclassified","Cercozoa XXXX sp._unclassified"
"ASV6256","root","Main genome","Eukaryota","Amorphea","Fungi","Chytridiomycota","Chytridiomycetes","Rhizophydiales","Rhizophydiales_unclassified","Rhizophydiales_unclassified","Rhizophydiales_unclassified","Rhizophydiales_unclassified","Rhizophydiales_unclassified","Rhizophydiales_unclassified"
"ASV6257","root","Main genome","Eukaryota","Amorphea","Amoebozoa","Lobosa","Tubulinea","Leptomyxida","Flabellulidae","Flabellulidae_unclassified","Flabellulidae_unclassified","Flabellulidae_unclassified","Flabellulidae_unclassified","Flabellulidae_unclassified"
"ASV6258","root","Main genome","Eukaryota","Amorphea","Amoebozoa","Lobosa","Lobosa X","Himatismenida","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified"
"ASV6262","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Berkeleya","Berkeleya rutilans family incertae sedis","Berkeleya rutilans genus incertae sedis","Berkeleya rutilans","Berkeleya rutilans_unclassified","Berkeleya rutilans_unclassified","Berkeleya rutilans_unclassified"
"ASV6265","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea X","Oligohymenophorea X_unclassified","Oligohymenophorea X_unclassified","Oligohymenophorea X_unclassified","Oligohymenophorea X_unclassified","Oligohymenophorea X_unclassified","Oligohymenophorea X_unclassified"
"ASV6270","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Polar-centric-Mediophyceae","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified"
"ASV6273","root","Main genome","Eukaryota","Amorphea","Fungi","Ascomycota","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified"
"ASV6274","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified"
"ASV6275","root","Main genome","Eukaryota","Amorphea","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified","Amorphea_unclassified"
"ASV6279","root","Main genome","Eukaryota","Amorphea","Fungi","Chytridiomycota","Chytridiomycetes","Lobulomycetales","Lobulomycetaceae","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified","Lobulomycetaceae_unclassified"
"ASV6281","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Syndiniales class incertae sedis","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-2","Dino-Group-II-Clade-2 X","Dino-Group-II-Clade-2 X sp.","Dino-Group-II-Clade-2 X sp._unclassified","Dino-Group-II-Clade-2 X sp._unclassified"
"ASV6282","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Parallelostrombidium","Parallelostrombidium conicum","Parallelostrombidium conicum_unclassified","Parallelostrombidium conicum_unclassified","Parallelostrombidium conicum_unclassified"
"ASV6284","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulaceae","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified"
"ASV6285","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Litostomatea","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified"
"ASV6288","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Colpodellaceae","Colpodella","Colpodella sp.","Colpodella sp._unclassified","Colpodella sp._unclassified","Colpodella sp._unclassified"
"ASV6289","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV6306","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales order incertae sedis","Thraustochytriales","Thraustochytriaceae","Thraustochytriaceae X","Thraustochytriaceae X_unclassified","Thraustochytriaceae X_unclassified","Thraustochytriaceae X_unclassified"
"ASV6311","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV6312","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV6313","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","Alitta_unclassified","Alitta_unclassified","Alitta_unclassified","Alitta_unclassified"
"ASV6315","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Plagiopylea","Plagiopylidae order incertae sedis","Plagiopylidae","Plagiopylidae X","Plagiopylidae X sp.","Plagiopylidae X sp._unclassified","Plagiopylidae X sp._unclassified","Plagiopylidae X sp._unclassified"
"ASV6322","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulvophyceae","Ulvales-relatives","Ulvales-relatives X","Acrochaete","Acrochaete endozoica","Acrochaete endozoica_unclassified","Acrochaete endozoica_unclassified","Acrochaete endozoica_unclassified"
"ASV6324","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Litostomatea","Haptoria 6","Lacrymariidae","Lacrymariidae_unclassified","Lacrymariidae_unclassified","Lacrymariidae_unclassified","Lacrymariidae_unclassified","Lacrymariidae_unclassified"
"ASV6325","root","Main genome","Eukaryota","Excavata","Discoba","Kinetoplastida phylum incertae sedis","Kinetoplastida class incertae sedis","Kinetoplastida","Neobodonid (family)","Neobodonid (family)_unclassified","Neobodonid (family)_unclassified","Neobodonid (family)_unclassified","Neobodonid (family)_unclassified","Neobodonid (family)_unclassified"
"ASV6326","root","Main genome","Eukaryota","Amorphea","Amoebozoa","Lobosa","Lobosa X","Himatismenida","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified","Himatismenida_unclassified"
"ASV6327","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV6329","root","Main genome","Eukaryota","SAR","Alveolata","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified"
"ASV6330","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV6343","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_unclassified","Gonyaulacales_unclassified","Gonyaulacales_unclassified","Gonyaulacales_unclassified","Gonyaulacales_unclassified","Gonyaulacales_unclassified"
"ASV6344","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida X","Vampyrellida XX","Vampyrellida XX_unclassified","Vampyrellida XX_unclassified","Vampyrellida XX_unclassified","Vampyrellida XX_unclassified"
"ASV6347","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Prostomatea 2","Prostomatea 2 X","Placidae","Placidae_unclassified","Placidae_unclassified","Placidae_unclassified","Placidae_unclassified","Placidae_unclassified"
"ASV6349","root","Main genome","Eukaryota","SAR","Stramenopiles","Pseudofungi","Oomycota","Haliphthorales","Haliphthorales_unclassified","Haliphthorales_unclassified","Haliphthorales_unclassified","Haliphthorales_unclassified","Haliphthorales_unclassified","Haliphthorales_unclassified"
"ASV6351","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified"
"ASV6357","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Paulinellidae","Paulinellidae_unclassified","Paulinellidae_unclassified","Paulinellidae_unclassified","Paulinellidae_unclassified","Paulinellidae_unclassified"
"ASV6361","root","Main genome","Eukaryota","Amorphea","Metazoa","Mollusca","Bivalvia","Veneroida","Veneridae","Veneridae_unclassified","Veneridae_unclassified","Veneridae_unclassified","Veneridae_unclassified","Veneridae_unclassified"
"ASV6367","root","Main genome","Eukaryota","Excavata","Discoba","Kinetoplastida phylum incertae sedis","Kinetoplastida class incertae sedis","Kinetoplastida","Neobodonid (family)","Rhynchomonas","Rhynchomonas nasuta","Rhynchomonas nasuta_unclassified","Rhynchomonas nasuta_unclassified","Rhynchomonas nasuta_unclassified"
"ASV6368","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Filosa-Sarcomonadea X","Filosa-Sarcomonadea XX","Filosa-Sarcomonadea XXX","Filosa-Sarcomonadea XXX_unclassified","Filosa-Sarcomonadea XXX_unclassified","Filosa-Sarcomonadea XXX_unclassified","Filosa-Sarcomonadea XXX_unclassified"
"ASV6391","root","Main genome","Eukaryota","Amorphea","Amoebozoa","Lobosa","Tubulinea","Leptomyxida","Flabellulidae","Flabellula","Flabellula_unclassified","Flabellula_unclassified","Flabellula_unclassified","Flabellula_unclassified"
"ASV6403","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV6416","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Reticulosida","Filoretidae","Filoreta","Filoreta_unclassified","Filoreta_unclassified","Filoreta_unclassified","Filoreta_unclassified"
"ASV6422","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Pseudo-nitzschia order incertae sedis","Pseudo-nitzschia family incertae sedis","Pseudo-nitzschia","Pseudo-nitzschia pungens","Pseudo-nitzschia pungens_unclassified","Pseudo-nitzschia pungens_unclassified","Pseudo-nitzschia pungens_unclassified"
"ASV6438","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Polychaeta","Spionida","Spionidae","Pygospio","Pygospio_unclassified","Pygospio_unclassified","Pygospio_unclassified","Pygospio_unclassified"
"ASV6439","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Euplotia","Aspidiscidae","Aspidisca","Aspidisca_unclassified","Aspidisca_unclassified","Aspidisca_unclassified","Aspidisca_unclassified"
"ASV6444","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-12","NC12A-lineage","NC12A-lineage X","NC12A-lineage X_unclassified","NC12A-lineage X_unclassified","NC12A-lineage X_unclassified","NC12A-lineage X_unclassified"
"ASV6458","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV6461","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Sey055-lineage","Sey055-lineage_unclassified","Sey055-lineage_unclassified","Sey055-lineage_unclassified","Sey055-lineage_unclassified","Sey055-lineage_unclassified"
